IP地址,端口号,TLS,丢包率,扫描方式,网络延迟,下载速度,出站IP,IP类型,原始输入,数据中心,源IP位置,地区,城市,ASN号码,ASN组织,访问协议,TLS版本,SNI,HTTP版本,WARP,Gateway,RBI,密钥交换,时间戳
139.162.17.105,443,true,0%,HTTPing,927ms,未测速,2400:8901::2000:a7ff:fe66:4913,IPv6,139.162.17.105,SIN,SG,Asia Pacific,Singapore,AS63949,Akamai Connected Cloud,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
143.198.90.188,443,true,0%,HTTPing,929ms,未测速,2400:6180:0:d2:0:2:d627:4000,IPv6,143.198.90.188,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
146.190.87.188,443,true,0%,HTTPing,935ms,未测速,2400:6180:0:d2:0:2:c821:a000,IPv6,146.190.87.188,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
103.3.61.43,443,true,0%,HTTPing,937ms,未测速,2400:8901::2000:9eff:fe56:a7f8,IPv6,103.3.61.43,SIN,SG,Asia Pacific,Singapore,AS63949,Akamai Connected Cloud,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
178.128.92.205,8443,true,0%,HTTPing,945ms,未测速,2400:6180:0:d2:0:3:a4a:0,IPv6,178.128.92.205,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
152.42.174.66,443,true,0%,HTTPing,950ms,未测速,2400:6180:0:d2:0:2:c89c:7000,IPv6,152.42.174.66,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
143.198.209.123,443,true,0%,HTTPing,952ms,未测速,2400:6180:0:d2:0:2:5b65:c000,IPv6,143.198.209.123,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
206.189.95.233,443,true,0%,HTTPing,957ms,未测速,2400:6180:0:d2:0:2:c89c:3000,IPv6,206.189.95.233,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
52.77.72.146,443,true,0%,HTTPing,958ms,未测速,2406:da18:1863:6800:9080:abb8:cc20:29,IPv6,52.77.72.146,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
167.172.68.31,443,true,0%,HTTPing,959ms,未测速,2400:6180:0:d2:0:2:9461:b000,IPv6,167.172.68.31,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
152.42.173.234,443,true,0%,HTTPing,963ms,未测速,2400:6180:0:d2:0:2:e4f6:1000,IPv6,152.42.173.234,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
174.138.17.183,443,true,0%,HTTPing,967ms,未测速,2400:6180:0:d2:0:2:c821:5000,IPv6,174.138.17.183,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
165.22.99.214,443,true,0%,HTTPing,967ms,未测速,2400:6180:0:d2:0:2:d7fe:d000,IPv6,165.22.99.214,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
129.212.229.240,443,true,0%,HTTPing,972ms,未测速,2400:6180:0:d2:0:2:cd52:2000,IPv6,129.212.229.240,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
174.138.20.108,443,true,0%,HTTPing,980ms,未测速,2400:6180:0:d2:0:2:baaa:1000,IPv6,174.138.20.108,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
168.144.109.68,443,true,0%,HTTPing,1000ms,未测速,2400:6180:0:d2:0:2:e044:d000,IPv6,168.144.109.68,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
167.71.194.170,443,true,0%,HTTPing,1004ms,未测速,2400:6180:0:d2:0:2:e018:a000,IPv6,167.71.194.170,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
207.148.77.84,8443,true,0%,HTTPing,1060ms,未测速,2001:19f0:4401:127:5400:5ff:fed5:7949,IPv6,207.148.77.84,SIN,SG,Asia Pacific,Singapore,AS20473,"The Constant Company, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
5.199.166.152,443,true,0%,HTTPing,1097ms,未测速,5.199.166.152,IPv4,5.199.166.152,SIN,SG,Asia Pacific,Singapore,AS216444,UAB Cherry Servers,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
149.28.159.87,443,true,0%,HTTPing,1147ms,未测速,2401:c080:1400:1629:5400:6ff:fe43:7085,IPv6,149.28.159.87,SIN,SG,Asia Pacific,Singapore,AS20473,"The Constant Company, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
172.236.140.241,443,true,0%,HTTPing,1151ms,未测速,2600:3c15::2000:98ff:fea4:eae3,IPv6,172.236.140.241,SIN,SG,Asia Pacific,Singapore,AS63949,Akamai Connected Cloud,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
193.104.75.6,443,true,0%,HTTPing,1207ms,未测速,2a10:1fc0:12::a376:7565,IPv6,193.104.75.6,CDG,SG,Europe,Paris,AS62005,BlueVPS OU,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
46.137.229.208,443,true,0%,HTTPing,1244ms,未测速,2406:da18:1567:9500:4f1f:67a7:7ff4:142d,IPv6,46.137.229.208,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
157.245.54.118,8443,true,0%,HTTPing,1294ms,未测速,2400:6180:0:d2:0:3:115f:e000,IPv6,157.245.54.118,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
161.118.195.117,8443,true,0%,HTTPing,1311ms,未测速,2603:c024:450b:c700:9742:8f2:88c5:62f7,IPv6,161.118.195.117,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
207.148.70.252,443,true,0%,HTTPing,1322ms,未测速,2401:c080:1400:4f1b:5400:4ff:feb2:6801,IPv6,207.148.70.252,SIN,SG,Asia Pacific,Singapore,AS20473,"The Constant Company, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
52.221.53.171,443,true,0%,HTTPing,1352ms,未测速,2406:da18:439:7000:9634:ccb2:48ac:cf55,IPv6,52.221.53.171,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
128.1.186.59,443,true,0%,HTTPing,1360ms,未测速,128.1.186.59,IPv4,128.1.186.59,SIN,SG,Asia Pacific,Singapore,AS21859,Zenlayer Inc,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
149.28.150.141,443,true,0%,HTTPing,1377ms,未测速,2001:19f0:4401:127e:5400:6ff:fe17:1407,IPv6,149.28.150.141,SIN,SG,Asia Pacific,Singapore,AS20473,"The Constant Company, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
178.128.56.59,443,true,0%,HTTPing,1393ms,未测速,2400:6180:0:d2:0:2:d7fe:a000,IPv6,178.128.56.59,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
134.209.106.237,443,true,0%,HTTPing,1395ms,未测速,2400:6180:0:d2:0:2:baaa:6000,IPv6,134.209.106.237,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
165.245.190.53,443,true,0%,HTTPing,1412ms,未测速,2400:6180:0:d2:0:2:cd14:2000,IPv6,165.245.190.53,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
96.9.213.89,443,true,0%,HTTPing,1415ms,未测速,2a11:8083:11:1008::a,IPv6,96.9.213.89,SIN,SG,Asia Pacific,Singapore,AS8888,xTom Pty Ltd,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
143.198.87.50,8443,true,0%,HTTPing,1422ms,未测速,143.198.87.50,IPv4,143.198.87.50,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
195.85.19.194,443,true,0%,HTTPing,1424ms,未测速,2402:a7c0:8100:a017::746:a,IPv6,195.85.19.194,SIN,SG,Asia Pacific,Singapore,AS59253,LEASEWEB SINGAPORE PTE. LTD.,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
156.244.57.227,443,true,0%,HTTPing,1428ms,未测速,152.42.217.76,IPv4,156.244.57.227,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
206.189.146.48,443,true,0%,HTTPing,1447ms,未测速,2400:6180:0:d2:0:2:d7c3:e000,IPv6,206.189.146.48,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
128.199.119.5,443,true,0%,HTTPing,1450ms,未测速,2400:6180:0:d2:0:2:5e57:c000,IPv6,128.199.119.5,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
165.232.175.180,443,true,0%,HTTPing,1470ms,未测速,2400:6180:0:d2:0:2:c89c:9000,IPv6,165.232.175.180,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057135.000
103.195.191.121,443,true,0%,HTTPing,1476ms,未测速,2001:df4:c140:1f::4ae,IPv6,103.195.191.121,SIN,SG,Asia Pacific,Singapore,AS134677,Dromatics Systems Pte Ltd,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
54.169.146.255,443,true,0%,HTTPing,1491ms,未测速,2406:da18:935:e300:9307:820e:6c69:7317,IPv6,54.169.146.255,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
139.59.114.19,443,true,0%,HTTPing,1503ms,未测速,2400:6180:0:d2:0:2:d7c4:1000,IPv6,139.59.114.19,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
157.245.207.10,443,true,0%,HTTPing,1511ms,未测速,2400:6180:0:d2:0:2:9461:a000,IPv6,157.245.207.10,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057135.000
149.118.48.187,443,true,0%,HTTPing,1520ms,未测速,2603:c02b:303:6d88:0:ccb4:b98b:fc70,IPv6,149.118.48.187,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
18.138.252.84,443,true,0%,HTTPing,1559ms,未测速,2a09:bac1:6520:8::2e4:66,IPv6,18.138.252.84,SIN,SG,Asia Pacific,Singapore,AS13335,"Cloudflare, Inc.",https,TLSv1.3,plaintext,http/1.1,on,off,off,X25519MLKEM768,1790057133.000
160.187.141.61,443,true,0%,HTTPing,1563ms,未测速,2401:4520:10ef::a,IPv6,160.187.141.61,SIN,SG,Asia Pacific,Singapore,AS149020,WebHorizon Internet Services,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
152.42.246.237,443,true,0%,HTTPing,1571ms,未测速,2400:6180:0:d2:0:2:c89f:7000,IPv6,152.42.246.237,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
18.138.34.221,443,true,0%,HTTPing,1646ms,未测速,2406:da18:cbe:fcd1:b3b2:f28b:ce73:ebea,IPv6,18.138.34.221,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
165.232.165.200,443,true,0%,HTTPing,1667ms,未测速,2400:6180:0:d2:0:2:9391:7000,IPv6,165.232.165.200,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
85.149.211.122,443,true,0%,HTTPing,1674ms,未测速,85.149.211.122,IPv4,85.149.211.122,SIN,SG,Asia Pacific,Singapore,AS63150,BAGE CLOUD LLC,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
162.4.173.148,443,true,0%,HTTPing,1711ms,未测速,2402:5fa0:1:40::6c,IPv6,162.4.173.148,SIN,SG,Asia Pacific,Singapore,AS154690,VAYNE NETWORK PTE. LTD.,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
128.1.186.119,443,true,0%,HTTPing,1763ms,未测速,128.1.186.119,IPv4,128.1.186.119,SIN,SG,Asia Pacific,Singapore,AS21859,Zenlayer Inc,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057135.000
139.162.60.149,443,true,0%,HTTPing,1778ms,未测速,2400:8901::2000:8ff:fe28:d22e,IPv6,139.162.60.149,SIN,SG,Asia Pacific,Singapore,AS63949,Akamai Connected Cloud,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
94.237.65.232,443,true,0%,HTTPing,1814ms,未测速,2a04:3543:1000:2310:5431:91ff:fe1f:2d38,IPv6,94.237.65.232,SIN,SG,Asia Pacific,Singapore,AS202053,UpCloud Ltd,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057135.000
138.2.95.33,443,true,0%,HTTPing,1829ms,未测速,2603:c024:4503:131a::102,IPv6,138.2.95.33,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
89.34.227.105,2053,true,0%,HTTPing,1833ms,未测速,2a12:bec0:16e:1d0::,IPv6,89.34.227.105,SIN,SG,Asia Pacific,Singapore,AS212336,ByteVirt LLC,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
203.55.176.47,443,true,0%,HTTPing,1868ms,未测速,2a11:8083:11:1361::a,IPv6,203.55.176.47,SIN,SG,Asia Pacific,Singapore,AS8888,xTom Pty Ltd,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
195.172.139.44,443,true,0%,HTTPing,1922ms,未测速,195.172.139.44,IPv4,195.172.139.44,SIN,SG,Asia Pacific,Singapore,AS216245,Cyberjet Pte. Ltd.,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
134.185.85.155,443,true,0%,HTTPing,1950ms,未测速,104.28.254.47,IPv4,134.185.85.155,SIN,SG,Asia Pacific,Singapore,AS13335,"Cloudflare, Inc.",https,TLSv1.3,plaintext,http/1.1,on,off,off,X25519MLKEM768,1790057131.000
5.223.59.9,443,true,0%,HTTPing,1961ms,未测速,2a01:4ff:2f0:ea0::1,IPv6,5.223.59.9,SIN,SG,Asia Pacific,Singapore,AS215859,Hetzner Online GmbH,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
122.248.238.214,443,true,0%,HTTPing,1985ms,未测速,2406:da18:ad1:ba00:7092:9690:b814:bb62,IPv6,122.248.238.214,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
